x,y,t
-3761,-4830,1734032351.8837295
-3751,-4812,1734032351.9307294
-3741,-4792,1734032351.9717295
-3762,-4887,1734032352.0167296
-3772,-4871,1734032352.060729
-3782,-4856,1734032352.1047292
-3805,-4951,1734032352.1927316
-3828,-5046,1734032352.2757325
-3818,-5028,1734032352.318731
-3808,-5010,1734032352.4037325
-3798,-4986,1734032352.449733
-3788,-4963,1734032352.4927342
-3778,-4938,1734032352.5347297
-3778,-4913,1734032352.580729
-3778,-4890,1734032352.6247292
-3778,-4868,1734032352.6677296
-3788,-4845,1734032352.7147293
-3788,-4827,1734032352.7577293
-3788,-4809,1734032352.801729
-3788,-4792,1734032352.848729
-3813,-4887,1734032352.8907294
-3834,-4982,1734032353.1027293
-3824,-4966,1734032353.1857321
-3824,-4949,1734032353.2317293
-3814,-4929,1734032353.31673
-3814,-4908,1734032353.359729
-3814,-4886,1734032353.4027295
-3804,-4865,1734032353.4467292
-3794,-4847,1734032353.53309
-3815,-4942,1734032353.5747635
-3815,-4926,1734032353.6577623
-3840,-5021,1734032353.7017617
-3861,-5116,1734032353.7477622
-3861,-5095,1734032353.8327634
-3851,-5074,1734032353.875762
-3841,-5049,1734032353.917762
-3831,-5024,1734032353.960762
-3821,-4997,1734032354.0037618
-3811,-4969,1734032354.0497622
-3801,-4944,1734032354.0907617
-3791,-4921,1734032354.133762
-3791,-4898,1734032354.1757622
-3781,-4875,1734032354.2197616
-3781,-4856,1734032354.2664607
-3771,-4838,1734032354.3084695
-3771,-4824,1734032354.3914688
-3794,-4919,1734032357.3819933
-3816,-5014,1734032357.423991
-3837,-5109,1734032357.4669907
-3859,-5204,1734032357.5979931
-3849,-5183,1734032357.6829884
-3839,-5154,1734032357.7679925
-3829,-5125,1734032357.8149924
-3819,-5096,1734032357.857996
-3809,-5070,1734032357.9009917
-3799,-5042,1734032357.9479885
-3799,-5017,1734032357.9919891
-3789,-4994,1734032358.0329916
-3789,-4973,1734032358.0769937
-3789,-4953,1734032358.1189914
-3789,-4933,1734032358.1649904
-3789,-4919,1734032358.2059894
